ip,app,device,os,channel,click_time,is_attributed
230883,10,1,30,113,2017-11-08 10:40:45,1
34473,19,0,0,213,2017-11-08 09:26:50,1
143659,19,0,59,213,2017-11-07 13:01:30,1
61400,19,0,29,343,2017-11-07 15:12:31,1
48756,12,1,8,245,2017-11-08 08:10:07,0
156985,18,1,12,376,2017-11-07 12:34:09,0
32453,15,1,18,3,2017-11-07 17:15:18,0
124945,23,1,26,153,2017-11-06 21:23:07,0
111102,18,3032,607,107,2017-11-07 13:32:18,0
216045,19,443,76,213,2017-11-08 04:24:08,1
233247,19,18,0,213,2017-11-08 09:32:16,1
240190,9,1,1,127,2017-11-09 14:38:14,0
348490,19,0,24,347,2017-11-09 06:44:29,1
361591,6,1,19,459,2017-11-09 03:24:36,1
119369,58,1,22,120,2017-11-09 14:03:40,0
91112,12,1,22,205,2017-11-09 03:28:27,0
151040,19,114,0,213,2017-11-07 12:44:49,1
31675,2,1,42,219,2017-11-09 11:18:34,0
93404,14,1,19,360,2017-11-08 01:00:08,1
7574,21,1,8,232,2017-11-08 07:44:41,0
48919,35,1,19,21,2017-11-08 00:26:32,1
180687,19,0,0,213,2017-11-07 14:33:25,1
75651,18,1,19,107,2017-11-08 08:24:25,0
121979,9,1,13,244,2017-11-08 03:24:59,0
118229,9,1,13,445,2017-11-08 12:14:37,0
228019,19,34,24,213,2017-11-07 16:23:00,1
21116,2,1,13,401,2017-11-09 04:16:09,0
73318,52,1,13,18,2017-11-09 13:53:53,1
147112,19,30,0,282,2017-11-07 12:12:01,1
54972,12,1,13,178,2017-11-08 15:24:13,0
26995,3,1,10,280,2017-11-07 06:47:20,0
54102,3,1,36,135,2017-11-08 13:29:58,0
171396,2,1,19,469,2017-11-08 14:51:18,0
150610,35,1,19,21,2017-11-06 23:23:00,1
123945,11,1,41,325,2017-11-09 08:19:48,0
67628,3,1,13,280,2017-11-09 00:27:45,0
361531,9,1,14,466,2017-11-09 08:48:35,1
125129,9,1,19,215,2017-11-07 04:46:59,1
99116,3,1,19,280,2017-11-08 03:48:51,0
153165,29,1,18,343,2017-11-07 02:24:51,1
12284,14,1,12,349,2017-11-07 10:33:03,1
77884,1,1,20,134,2017-11-08 15:59:08,0
56370,19,0,21,213,2017-11-08 09:37:16,1
7474,23,1,17,153,2017-11-09 02:19:37,0
157421,25,1,13,259,2017-11-07 11:22:19,0
37383,12,1,13,259,2017-11-08 23:07:16,0
56644,8,1,25,259,2017-11-07 23:01:56,0
257626,23,1,17,153,2017-11-08 11:32:20,0
106162,2,1,17,401,2017-11-07 04:34:20,0
42207,10,1,13,377,2017-11-08 06:32:19,1
31415,22,1,19,116,2017-11-07 05:14:33,1
125312,10,1,19,317,2017-11-07 07:20:13,1
24021,12,1,4,265,2017-11-08 22:53:19,0
252776,19,109,29,213,2017-11-08 08:31:17,1
167583,2,1,19,219,2017-11-09 15:04:10,0
4503,9,1,13,244,2017-11-07 06:57:51,1
228051,29,1,19,333,2017-11-08 05:53:50,1
153573,8,1,19,145,2017-11-08 03:46:08,1
7909,3,1,13,115,2017-11-07 04:47:45,0
115445,18,1,19,107,2017-11-08 08:00:59,0
17030,12,1,13,265,2017-11-08 13:58:01,0
5348,3,1,13,280,2017-11-07 10:49:08,1
30280,3,1,17,173,2017-11-08 05:26:27,0
78896,19,88,24,213,2017-11-07 09:35:11,1
44744,75,3032,607,347,2017-11-07 12:16:42,0
75927,62,1,13,21,2017-11-07 06:42:44,1
85971,18,1,22,121,2017-11-08 01:33:58,0
201182,29,1,9,343,2017-11-07 13:33:54,1
287997,29,1,13,343,2017-11-09 10:18:40,1
114066,14,1,19,379,2017-11-09 04:07:17,0
96186,96,0,29,213,2017-11-07 12:37:49,1
55971,15,1,13,245,2017-11-07 22:52:13,1
169777,10,1,4,113,2017-11-09 12:39:29,1
109850,1,1,13,134,2017-11-07 01:49:13,0
116142,19,0,0,213,2017-11-08 11:29:04,1
325402,19,18,0,333,2017-11-09 14:13:09,1
77494,19,7,21,213,2017-11-07 00:02:15,1
71671,19,0,24,213,2017-11-08 04:30:00,1
173029,3,1,19,280,2017-11-08 13:03:46,0
40816,11,1,22,325,2017-11-09 06:40:39,0
61464,12,1,19,178,2017-11-07 00:09:20,0
71711,12,1,1,140,2017-11-08 13:23:54,0
245937,29,1,19,213,2017-11-07 20:30:46,1
7522,9,1,26,244,2017-11-09 13:10:52,0
343160,5,1,43,113,2017-11-09 11:08:58,1
46887,14,1,19,401,2017-11-08 07:06:39,0
75300,2,1,22,435,2017-11-08 10:02:27,0
1235,2,1,19,477,2017-11-07 01:27:01,0
7775,6,1,13,459,2017-11-07 15:39:35,0
30214,35,1,12,21,2017-11-07 01:28:41,1
60941,14,1,19,463,2017-11-07 11:59:51,0
41437,15,1,13,3,2017-11-07 22:53:39,0
109480,3,1,6,280,2017-11-08 09:09:18,0
163202,18,1,13,134,2017-11-07 07:39:26,0
116625,15,1,17,386,2017-11-09 04:46:04,0
16829,35,1,1,274,2017-11-08 01:48:52,1
171710,19,0,21,282,2017-11-07 13:38:14,1
171932,19,0,24,213,2017-11-09 01:36:22,1
96313,7,1,19,101,2017-11-09 07:01:48,1
24031,18,1,13,121,2017-11-07 14:05:28,0
92873,3,1,19,153,2017-11-07 23:16:23,0
106437,12,1,13,259,2017-11-09 14:06:05,0
92602,18,1,13,107,2017-11-08 03:16:42,0
20295,12,1,13,259,2017-11-09 00:42:11,0
206787,3,1,35,211,2017-11-09 06:11:50,1
231670,10,1,4,113,2017-11-08 10:00:49,1
305216,10,1,61,113,2017-11-09 01:17:47,1
185668,10,1,4,113,2017-11-07 08:05:24,1
100149,8,1,19,145,2017-11-06 23:14:50,1
73978,3,1,15,130,2017-11-07 05:06:18,0
175964,12,1,15,242,2017-11-08 02:08:26,0
178143,5,1,11,113,2017-11-07 08:31:50,1
37964,3,1,20,280,2017-11-09 04:22:30,0
92922,2,1,19,205,2017-11-09 13:26:51,0
20072,3,1,13,205,2017-11-08 03:22:00,0
255331,9,1,19,232,2017-11-08 15:10:48,0
67092,14,1,23,379,2017-11-09 09:22:35,0
9820,9,1,19,334,2017-11-07 08:19:14,0
234639,19,0,24,213,2017-11-08 12:51:30,1
190299,6,1,19,459,2017-11-07 07:59:43,0
107390,9,1,17,489,2017-11-08 14:23:16,0
60157,39,1,19,101,2017-11-09 08:06:08,1
113502,14,1,10,463,2017-11-08 00:36:36,0
18984,35,1,8,274,2017-11-09 04:48:29,1
111025,21,2,27,128,2017-11-08 14:13:45,0
119176,9,1,19,234,2017-11-09 06:09:10,0
337346,12,1,9,178,2017-11-09 11:28:53,0
273111,10,1,17,113,2017-11-07 21:34:14,1
171328,5,1,37,113,2017-11-07 13:20:22,1
64673,12,1,19,340,2017-11-09 15:53:37,0
66900,19,0,24,347,2017-11-08 03:01:56,1
36683,19,0,866,213,2017-11-09 03:21:21,1
195529,105,1,12,282,2017-11-07 04:34:39,1
267673,18,1,19,121,2017-11-08 06:42:07,0
166988,5,1,4,113,2017-11-07 06:47:04,1
186630,10,1,30,113,2017-11-07 09:45:42,1
25041,1,1,13,135,2017-11-08 06:12:54,0
240538,45,1,32,419,2017-11-08 13:17:20,1
34318,1,1,18,377,2017-11-07 23:05:37,0
124543,35,1,19,274,2017-11-07 05:52:33,1
249228,45,1,15,213,2017-11-08 06:25:44,1
139811,3,1,6,480,2017-11-06 20:41:56,1
5314,12,1,16,205,2017-11-07 22:10:32,0
56808,3,1,37,280,2017-11-07 03:21:48,0
59912,3,1,19,280,2017-11-08 03:53:35,0
177090,19,18,0,333,2017-11-07 11:51:51,1
344832,19,16,0,213,2017-11-09 06:10:22,1
204246,10,1,30,113,2017-11-07 08:50:00,1
44555,58,1,20,110,2017-11-07 11:27:06,0
6894,10,1,27,113,2017-11-09 08:30:50,1
77186,2,1,8,237,2017-11-09 01:40:56,0
42936,2,1,41,219,2017-11-09 02:06:26,0
9044,13,1,13,400,2017-11-07 10:50:40,0
137698,19,140,0,333,2017-11-07 14:57:29,1
73315,15,1,19,315,2017-11-07 08:32:18,0
214703,3,1,13,421,2017-11-08 06:43:11,1
149328,14,1,15,379,2017-11-09 15:50:09,0
84774,19,2118,24,213,2017-11-07 10:09:34,1
100135,19,0,29,210,2017-11-09 13:51:43,0
56043,19,6,29,213,2017-11-09 12:41:38,1
212322,2,1,6,469,2017-11-09 02:10:45,0
34663,19,0,24,213,2017-11-09 11:55:34,1
306480,19,0,29,213,2017-11-09 15:10:43,1
8297,2,1,25,205,2017-11-09 04:19:54,0
71343,8,1,17,145,2017-11-07 01:51:51,1
156613,12,1,13,178,2017-11-08 01:07:00,0
362238,29,1,19,213,2017-11-09 12:09:54,1
123901,2,1,13,212,2017-11-09 03:48:41,0
101096,3,1,19,424,2017-11-08 13:46:40,0
5729,12,1,9,105,2017-11-08 11:23:57,0
34202,2,1,13,205,2017-11-07 11:32:57,0
193536,29,1,13,101,2017-11-06 22:56:41,1
37383,37,1,19,21,2017-11-08 11:48:28,1
128631,10,1,47,113,2017-11-07 04:34:02,1
25236,20,1,11,478,2017-11-06 21:35:11,0
118238,15,1,31,245,2017-11-07 00:12:13,0
241864,15,1,19,379,2017-11-08 03:05:31,0
108087,101,1,36,21,2017-11-09 02:14:28,0
85172,2,1,19,435,2017-11-09 14:16:56,0
105696,10,1,19,203,2017-11-09 00:18:40,1
79740,2,1,35,477,2017-11-07 01:04:35,0
48451,3,1,19,280,2017-11-07 13:17:06,0
290656,29,1,19,101,2017-11-09 12:45:47,1
75634,10,1,17,377,2017-11-08 13:17:10,1
130589,19,0,0,213,2017-11-07 15:39:34,1
75403,18,1,13,134,2017-11-07 04:41:20,0
145883,15,1,58,386,2017-11-08 14:46:18,0
342940,0,263,21,101,2017-11-09 12:29:14,1
25614,24,2,32,178,2017-11-07 17:28:53,0
37515,19,0,24,213,2017-11-09 13:29:16,1
280287,51,0,21,203,2017-11-08 23:12:17,1
45114,12,1,18,105,2017-11-09 15:24:06,0
104603,3,1,17,205,2017-11-08 06:09:18,0
93288,26,1,19,477,2017-11-09 05:26:32,0
170923,39,1,19,213,2017-11-07 11:50:19,1
119202,2,1,22,477,2017-11-09 08:35:47,0
46526,19,0,24,213,2017-11-07 05:11:05,1
42077,2,1,19,122,2017-11-08 12:24:53,0
5433,12,1,20,265,2017-11-08 04:30:46,0
41045,35,1,14,21,2017-11-09 11:11:22,1
108560,2,1,4,469,2017-11-07 02:30:31,0
5314,9,1,11,127,2017-11-09 14:54:14,0
53960,3,1,19,211,2017-11-08 17:28:14,0
234039,1,1,6,18,2017-11-08 01:37:04,1
350760,5,1,30,113,2017-11-09 02:24:30,1
109882,18,1,19,107,2017-11-07 06:54:00,0
5314,15,1,18,245,2017-11-07 23:29:43,0
17029,13,1,37,400,2017-11-07 03:59:02,0
105572,12,1,13,265,2017-11-07 20:07:23,0
189018,29,1,19,343,2017-11-08 01:21:21,1
274181,9,1,17,466,2017-11-08 12:26:23,1
37796,2,1,13,452,2017-11-09 06:35:29,0
108774,15,1,6,480,2017-11-08 04:27:59,0
33991,19,0,59,213,2017-11-07 02:09:39,1
116696,19,0,24,347,2017-11-09 03:56:44,1
88746,35,1,13,21,2017-11-07 06:40:33,1
64531,3,1,17,137,2017-11-09 14:58:49,0
114636,35,1,10,21,2017-11-08 09:08:37,1
140930,10,1,4,113,2017-11-07 01:16:52,1
81812,35,1,19,21,2017-11-08 16:23:56,1
28472,35,1,18,21,2017-11-08 04:22:47,1
357568,84,0,38,101,2017-11-09 05:07:46,1
125307,9,1,19,334,2017-11-09 03:03:18,0
26088,14,1,19,134,2017-11-09 09:50:16,1
168296,23,1,19,153,2017-11-07 06:04:06,0
179679,45,1,36,465,2017-11-07 10:27:33,1
362988,45,1,47,419,2017-11-09 10:40:25,1
107982,2,1,14,435,2017-11-08 09:39:51,0
135297,45,1,11,419,2017-11-07 05:48:56,1
132622,2,1,19,435,2017-11-09 09:11:11,0
125446,15,1,19,138,2017-11-09 01:01:49,0
141855,19,0,21,343,2017-11-07 11:02:55,1
66356,19,3867,0,333,2017-11-08 23:26:59,1
88949,10,1,47,113,2017-11-09 09:44:40,1
69145,18,1,16,107,2017-11-07 02:40:48,0
9550,19,0,0,347,2017-11-08 17:25:14,1
353297,19,0,24,347,2017-11-09 03:20:13,1
112302,18,1,25,107,2017-11-09 11:24:30,0
10314,12,1,37,265,2017-11-08 03:19:33,0
5314,19,0,0,347,2017-11-07 11:47:59,1
86767,15,1,30,480,2017-11-07 12:05:00,0
258891,19,0,29,213,2017-11-08 12:13:13,1
10274,2,1,18,469,2017-11-08 11:50:32,0
293545,19,67,24,213,2017-11-09 10:51:51,1
122381,2,1,47,237,2017-11-08 02:21:43,0
78943,72,1,8,101,2017-11-07 00:21:16,1
267469,39,1,9,101,2017-11-08 08:19:23,1
146775,10,1,61,113,2017-11-07 12:46:05,1
54996,19,0,24,213,2017-11-07 01:20:09,1
282072,19,40,24,213,2017-11-08 13:37:18,1
84212,35,1,16,274,2017-11-08 16:58:32,1
274597,5,1,43,113,2017-11-08 01:10:03,1
94916,12,1,19,259,2017-11-07 06:25:14,1
52780,2,1,32,236,2017-11-07 10:57:10,0
115254,18,1,6,107,2017-11-09 08:20:18,0
85172,10,1,13,317,2017-11-08 23:16:48,0
93610,23,1,32,153,2017-11-07 14:43:20,0
228885,10,1,32,113,2017-11-08 10:39:12,1
34789,14,1,17,439,2017-11-07 07:37:30,0
250292,3,2,6,280,2017-11-08 13:20:40,0
124166,72,1,19,101,2017-11-06 23:47:32,1
169795,19,118,24,213,2017-11-07 05:41:34,1
244103,83,0,24,171,2017-11-08 10:44:29,1
189630,70,0,0,243,2017-11-07 15:25:21,1
112442,9,1,17,134,2017-11-08 22:21:52,0
72321,1,1,19,153,2017-11-09 01:39:55,0
34110,17,1,19,280,2017-11-07 02:01:18,0
227899,246,916,24,333,2017-11-08 08:53:19,1
157549,190,1,19,101,2017-11-06 17:54:04,1
22226,107,1,19,171,2017-11-08 00:19:38,1
85541,1,1,27,153,2017-11-08 12:02:21,0
60527,20,1,2,259,2017-11-07 15:41:12,0
166015,29,1,13,347,2017-11-09 02:47:59,1
163468,21,1,13,128,2017-11-06 22:31:47,0
100701,20,1,19,478,2017-11-09 02:55:36,0
4489,12,1,17,242,2017-11-09 03:47:12,0
3743,24,2,37,105,2017-11-07 19:21:30,0
185075,12,1,13,178,2017-11-07 01:18:39,0
58982,19,0,24,213,2017-11-08 04:49:25,1
196216,18,1,13,134,2017-11-08 12:07:37,0
238060,35,1,13,274,2017-11-08 03:04:01,1
90605,27,1,13,153,2017-11-07 15:40:50,0
152714,19,0,24,347,2017-11-08 04:11:33,1
111025,19,0,29,213,2017-11-09 15:29:44,1
100275,12,1,18,124,2017-11-07 23:24:09,0
5348,20,1,19,259,2017-11-08 14:16:11,1
60326,14,1,9,401,2017-11-07 13:17:19,0
48337,20,1,13,259,2017-11-07 16:41:16,0
132501,7,1,10,101,2017-11-07 06:05:22,0
296170,5,1,32,113,2017-11-09 07:08:26,1
34363,19,0,38,213,2017-11-08 12:08:12,1
41247,12,1,37,245,2017-11-07 02:34:36,0
32906,19,338,0,213,2017-11-09 03:44:52,1
136680,29,1,13,213,2017-11-07 11:13:59,1
192290,19,0,607,213,2017-11-07 03:53:42,1
101936,13,1,19,400,2017-11-07 14:00:07,0
181761,18,1,17,107,2017-11-08 14:34:00,1
94231,3,1,18,137,2017-11-09 13:41:52,0
304971,19,922,29,213,2017-11-09 07:29:38,1
338487,19,0,29,213,2017-11-09 09:56:40,1
325056,29,1,19,101,2017-11-09 00:14:01,1
341501,14,1,19,379,2017-11-09 04:37:20,1
7210,9,1,8,134,2017-11-07 02:19:37,0
192520,9,1,13,334,2017-11-07 03:13:34,0
276700,120,0,0,101,2017-11-08 09:45:13,1
45265,2,1,53,205,2017-11-08 12:30:58,0
97623,35,1,15,274,2017-11-08 05:49:05,1
56139,8,1,13,140,2017-11-09 06:00:32,1
211930,19,0,0,213,2017-11-07 03:03:59,1
134414,364,1,19,225,2017-11-07 00:58:25,1
28403,35,1,13,274,2017-11-08 01:28:47,1
211127,3,1,6,213,2017-11-06 16:11:50,1
40245,9,1,22,489,2017-11-09 09:15:33,1
267978,45,1,61,419,2017-11-08 11:08:21,1
169357,19,579,29,213,2017-11-07 13:25:23,1
77949,72,1,13,101,2017-11-08 08:07:45,1
271199,2,1,17,435,2017-11-08 03:26:17,0
8438,10,1,19,101,2017-11-09 01:36:14,1
34833,3,1,19,280,2017-11-07 06:51:37,0
58561,18,1,17,107,2017-11-09 06:17:50,0
124574,19,0,21,347,2017-11-09 06:28:44,1
35753,10,1,18,317,2017-11-06 23:45:48,1
52019,18,1,4,107,2017-11-08 03:08:14,0
110039,12,1,19,178,2017-11-07 12:49:49,0
88971,11,1,19,469,2017-11-07 04:05:06,1
73978,10,1,22,377,2017-11-09 06:26:33,1
79956,35,1,13,21,2017-11-07 03:04:02,1
62391,9,1,19,244,2017-11-09 05:23:15,1
84774,19,0,0,213,2017-11-09 13:56:36,1
251013,20,1,19,259,2017-11-07 23:32:52,1
274035,6,1,19,110,2017-11-07 19:28:17,1
85900,9,1,10,258,2017-11-07 17:52:38,0
245374,29,1,13,213,2017-11-08 13:49:57,1
233296,2,1,17,377,2017-11-08 07:13:42,0
98766,10,1,32,113,2017-11-09 06:59:41,1
21120,2,1,18,477,2017-11-08 03:53:00,0
102099,19,0,24,213,2017-11-08 02:16:24,1
75520,3,1,6,280,2017-11-08 06:34:51,1
222656,10,1,4,113,2017-11-08 10:51:18,1
114196,19,0,21,282,2017-11-09 08:13:11,1
286206,3,1,19,379,2017-11-09 14:43:30,1
172828,10,1,47,113,2017-11-07 02:51:52,1
185391,66,1,32,101,2017-11-07 04:55:51,1
206789,5,1,14,377,2017-11-07 06:19:33,0
197526,12,1,19,140,2017-11-07 03:00:13,0
150686,10,1,36,113,2017-11-09 03:11:34,1
66758,15,1,13,245,2017-11-08 12:05:09,0
15335,19,0,21,210,2017-11-06 19:53:58,1
34587,18,1,25,107,2017-11-09 02:03:47,0
152921,2,1,28,469,2017-11-06 17:19:07,1
64071,35,1,17,21,2017-11-08 00:14:05,1
117741,35,1,19,21,2017-11-09 01:12:44,1
91582,15,2,32,379,2017-11-09 13:16:35,0
18406,14,1,6,446,2017-11-09 11:47:20,0
65676,12,1,10,259,2017-11-07 10:11:40,0
89696,12,1,18,265,2017-11-08 09:48:18,0
75436,27,1,18,122,2017-11-09 12:05:34,0
38255,18,3032,607,107,2017-11-07 02:53:22,0
182760,192,0,260,320,2017-11-07 03:05:20,1
266804,29,1,19,213,2017-11-08 14:30:56,1
334670,145,431,21,320,2017-11-08 22:12:23,1
233491,19,16,0,213,2017-11-08 12:50:49,1
88580,12,1,19,178,2017-11-07 10:02:49,0
195128,45,1,43,419,2017-11-07 05:56:26,1
66077,18,1,13,107,2017-11-09 01:39:33,0
113958,9,1,13,334,2017-11-08 23:39:37,0
43031,152,348,21,282,2017-11-08 09:55:24,1
173940,19,0,38,213,2017-11-09 02:44:27,1
74447,8,1,30,145,2017-11-09 04:03:01,0
47795,18,1,19,134,2017-11-07 00:19:28,0
210107,19,0,38,213,2017-11-08 05:05:57,1
55424,12,1,8,259,2017-11-09 01:17:29,0
114056,19,0,21,213,2017-11-09 05:08:16,1
317107,3,1,13,371,2017-11-09 02:03:18,1
295400,66,1,22,101,2017-11-09 01:17:59,1
3994,3,1,16,280,2017-11-08 02:30:13,0
36073,3,1,18,280,2017-11-07 05:28:16,0
58961,8,1,10,145,2017-11-07 06:13:09,0
168337,66,1,11,101,2017-11-07 13:27:08,1
27890,19,0,38,268,2017-11-09 09:01:26,1
304756,39,1,19,101,2017-11-09 10:39:12,1
106929,9,1,19,334,2017-11-08 07:00:57,0
176257,35,1,13,274,2017-11-07 17:13:02,1
201143,27,1,10,153,2017-11-09 06:13:00,0
47895,15,1,19,278,2017-11-09 03:59:30,0
159356,5,1,32,113,2017-11-07 02:11:35,1
28140,18,1,19,134,2017-11-09 04:50:40,0
80369,13,1,6,477,2017-11-08 05:43:30,0
91885,2,1,19,469,2017-11-09 04:30:21,0
133652,26,1,53,477,2017-11-08 14:12:05,0
131000,10,1,32,113,2017-11-07 02:33:49,1
279678,19,0,24,213,2017-11-09 14:30:42,1
18182,2,1,19,452,2017-11-09 06:36:12,0
44744,43,1,13,330,2017-11-08 04:09:22,1
111702,15,1,13,315,2017-11-07 12:50:24,0
77081,10,1,13,113,2017-11-07 07:04:05,1
126386,18,1,19,439,2017-11-07 04:20:47,0
85896,35,1,22,274,2017-11-09 12:24:11,1
124307,18,1,7,121,2017-11-07 17:03:23,0
106178,28,1,19,135,2017-11-07 11:48:03,0
116506,12,1,19,178,2017-11-07 07:44:43,0
60478,2,1,19,258,2017-11-08 10:35:29,0
37573,19,0,21,213,2017-11-08 09:59:28,1
61500,19,0,0,213,2017-11-06 23:50:42,1
738,19,0,0,333,2017-11-09 05:27:11,1
121144,12,1,13,265,2017-11-08 01:50:49,0
135364,18,1,16,121,2017-11-07 09:45:26,0
35435,35,1,20,21,2017-11-07 00:15:17,1
37852,18,1,19,376,2017-11-08 23:51:15,0
353094,19,0,24,213,2017-11-09 08:16:36,1
209663,8,1,17,145,2017-11-08 03:10:43,1
69691,62,1,19,21,2017-11-07 05:59:00,1
69566,15,1,8,245,2017-11-07 04:53:42,0
172105,5,1,47,113,2017-11-07 02:07:08,1
175203,19,0,29,213,2017-11-07 00:43:24,1
99661,18,1,47,107,2017-11-08 04:26:17,0
314280,19,276,38,213,2017-11-08 23:22:00,1
123940,18,1,14,121,2017-11-08 01:41:16,0
321940,19,0,24,213,2017-11-09 11:15:40,1
123709,2,1,25,237,2017-11-07 14:27:21,1
336504,10,1,27,113,2017-11-09 14:23:12,1
111976,22,1,19,116,2017-11-09 05:35:24,0
26934,19,21,24,213,2017-11-07 12:57:36,1
30795,35,1,19,21,2017-11-08 09:33:53,1
163876,10,1,6,113,2017-11-06 16:04:59,1
17149,2,1,6,477,2017-11-09 01:37:45,0
221073,35,1,18,21,2017-11-08 00:38:17,1
257159,10,1,11,113,2017-11-08 05:55:34,1
8356,18,1,1,107,2017-11-08 09:18:15,0
130743,12,1,13,259,2017-11-07 12:20:38,0
52791,18,1,19,439,2017-11-08 10:36:15,1
58432,3,1,15,280,2017-11-09 07:02:14,0
171269,35,1,19,274,2017-11-08 10:29:17,1
265243,19,211,29,213,2017-11-08 09:35:48,1
100275,18,1,9,107,2017-11-09 15:30:17,0
205643,66,1,17,101,2017-11-06 21:25:40,1
132249,9,1,19,244,2017-11-07 08:09:45,1
95766,12,2,35,265,2017-11-09 03:35:03,0
341761,19,21,24,213,2017-11-08 16:45:42,1
234311,19,0,38,213,2017-11-08 08:06:28,1
88856,19,0,24,213,2017-11-08 00:32:29,1
99940,14,1,11,379,2017-11-07 04:55:12,0
317541,5,1,47,113,2017-11-09 11:31:38,1
5348,19,0,21,282,2017-11-07 15:23:29,1
98294,8,1,19,145,2017-11-08 11:25:19,1
94468,1,1,22,135,2017-11-08 04:17:40,0
201334,96,299,0,213,2017-11-07 09:11:15,1
233060,10,1,4,113,2017-11-08 03:09:40,1
93054,3,1,8,280,2017-11-08 14:32:05,0
170136,20,1,37,259,2017-11-07 05:17:34,1
70818,2,1,19,401,2017-11-08 09:42:26,0
97793,35,1,13,21,2017-11-07 01:36:25,1
42973,35,1,19,21,2017-11-09 02:50:18,1
75634,3,2,19,280,2017-11-07 09:59:33,0
80655,15,1,10,245,2017-11-09 02:50:35,0
245186,19,40,24,213,2017-11-08 01:18:08,1
175155,12,1,19,145,2017-11-07 17:15:29,0
2433,12,1,19,178,2017-11-07 22:35:52,0
46391,45,1,61,419,2017-11-07 12:00:15,1
207816,18,1,20,121,2017-11-06 16:46:10,1
269352,19,0,29,333,2017-11-08 10:21:33,1
40363,15,1,13,278,2017-11-07 13:04:18,0
24847,18,1,13,121,2017-11-07 05:46:34,0
134041,143,0,24,414,2017-11-07 11:59:16,1
57605,23,1,13,153,2017-11-09 09:58:56,0
78959,8,1,13,259,2017-11-07 10:40:40,1
332661,5,1,37,113,2017-11-09 05:16:20,1
40982,27,1,14,122,2017-11-07 11:16:24,0
267319,72,1,19,101,2017-11-08 15:14:25,1
40056,6,1,25,125,2017-11-08 12:29:33,0
44673,12,1,19,259,2017-11-09 10:54:53,0
77772,11,1,13,122,2017-11-08 10:52:30,0
134045,10,1,61,113,2017-11-08 03:44:43,1
73751,19,0,29,347,2017-11-09 09:51:07,1
106795,1,1,19,377,2017-11-09 10:47:07,0
25737,2,1,18,205,2017-11-07 07:32:16,0
98337,19,0,50,213,2017-11-09 04:35:28,1
11905,14,1,13,442,2017-11-09 05:07:35,0
83166,18,1,2,376,2017-11-08 19:38:43,0
151759,72,1,12,101,2017-11-07 04:40:40,1
28727,2,1,13,477,2017-11-08 07:50:04,0
241454,1,1,13,134,2017-11-07 16:02:52,0
306545,96,7,21,213,2017-11-09 10:19:29,1
298417,19,0,21,213,2017-11-09 06:23:33,1
48615,14,1,13,349,2017-11-09 00:01:29,0
113839,14,1,19,371,2017-11-07 00:14:52,0
123607,3,2,9,280,2017-11-09 04:49:19,0
113396,45,1,17,213,2017-11-09 11:40:08,0
320161,2,1,6,469,2017-11-08 16:42:07,1
133987,35,1,19,21,2017-11-07 00:13:35,1
9245,3,1,19,452,2017-11-08 15:40:57,0
109022,19,0,21,213,2017-11-06 19:47:03,1
200814,10,1,43,113,2017-11-07 02:36:27,1
102475,21,1,22,128,2017-11-09 01:04:01,0
206335,15,1,22,140,2017-11-07 04:04:06,0
71762,12,1,17,19,2017-11-07 07:11:31,0
336442,19,381,24,213,2017-11-09 12:35:26,1
78622,3,1,19,452,2017-11-06 17:31:05,0
19993,12,1,13,19,2017-11-09 09:05:23,0
107115,18,1,4,107,2017-11-09 14:52:49,0
106241,12,1,13,178,2017-11-08 12:11:36,0
115263,20,1,25,478,2017-11-09 04:12:58,1
37892,21,1,19,128,2017-11-07 09:34:10,0
45825,9,1,3,442,2017-11-07 11:44:52,0
80114,19,0,38,347,2017-11-07 12:34:29,1
5314,8,1,19,259,2017-11-08 13:37:54,1
115939,19,0,29,213,2017-11-09 05:05:29,1
5314,19,486,24,213,2017-11-08 09:22:32,0
228161,10,1,27,113,2017-11-08 02:59:39,1
313347,45,1,47,465,2017-11-09 11:28:55,1
102631,20,1,13,259,2017-11-07 07:46:05,0
118562,71,1,13,3,2017-11-08 08:51:55,1
111102,35,1,16,21,2017-11-08 02:54:50,1
76822,3,1,13,115,2017-11-07 23:46:48,0
3994,18,1,13,121,2017-11-08 06:03:12,0
47772,13,1,3,469,2017-11-08 04:27:28,0
206763,5,1,7,113,2017-11-07 03:06:44,1
9734,35,1,19,21,2017-11-07 01:46:21,1
83256,27,1,18,153,2017-11-08 11:07:32,0
257900,29,1,22,213,2017-11-08 14:42:15,1
55103,35,1,13,21,2017-11-09 00:49:06,1
65631,37,1,19,21,2017-11-08 08:11:42,1
176015,10,1,43,113,2017-11-07 03:14:46,1
120385,26,1,19,266,2017-11-07 14:24:56,0
174526,23,1,20,153,2017-11-07 23:15:09,0
332594,72,1,37,101,2017-11-09 10:33:55,1
32341,35,1,22,274,2017-11-07 04:04:06,1
314677,15,1,13,278,2017-11-08 18:02:36,0
184493,45,1,32,419,2017-11-07 04:17:50,1
95083,19,0,21,213,2017-11-08 06:46:43,1
105192,12,1,14,245,2017-11-07 01:37:03,0
89280,10,1,13,377,2017-11-08 03:03:11,1
174233,72,1,16,101,2017-11-07 13:07:15,1
194595,153,1,14,243,2017-11-07 07:26:42,1
251475,19,0,24,347,2017-11-08 09:34:24,1
295591,10,1,37,113,2017-11-09 11:15:29,1
363753,5,1,47,113,2017-11-09 08:51:12,1
